측정월,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
202111,마포구,0.037,0.018,0.6,0.003,41,25
202111,마포아트센터,0.031,0.022,0.6,0.004,37,28
202111,북한산,0.014,0.029,0.4,0.003,37,24
202111,서대문구,0.023,0.018,0.7,0.005,43,28
202111,서울숲,0.032,0.016,0.6,0.003,47,27
202111,서초구,0.032,0.019,0.5,0.003,44,29
202111,성동구,0.035,0.017,0.5,0.004,47,22
202111,성북구,0.034,0.018,0.6,0.003,49,25
202111,세곡,0.031,0.014,0.8,0.004,46,26
202111,송파구,0.035,0.015,0.6,0.003,45,25
202111,시흥대로,0.046,0.013,0.7,0.004,51,27
202111,신촌로,0.047,0.012,0.8,0.004,49,30
202111,양천구,0.035,0.017,0.6,0.003,47,29
202111,영등포구,0.036,0.016,0.5,0.004,46,27
202111,영등포로,0.04,0.012,0.7,0.004,47,28
202111,올림픽공원,0.029,0.021,0.6,0.003,39,27
202111,용산구,0.03,0.016,0.5,0.003,44,26
202111,은평구,0.026,0.017,0.8,0.003,44,28
202111,자연사박물관,0.027,0.026,0.7,0.004,43,27
202111,정릉로,0.044,0.011,0.7,0.003,47,26
202111,종로,0.032,0.015,0.7,0.003,47,24
202111,종로구,0.032,0.018,0.6,0.003,46,29
202111,중구,0.035,0.017,0.6,0.004,46,27
202111,중랑구,0.029,0.021,0.5,0.003,45,23
202111,천호대로,0.04,0.011,0.7,0.003,53,27
202111,청계천로,0.038,0.015,0.7,0.004,47,29
202111,한강대로,0.038,0.013,0.7,0.004,55,26
202111,항동,0.028,0.015,0.5,0.003,43,23
202111,행주,0.028,0.02,0.8,0.003,46,28
202111,홍릉로,0.042,0.015,0.7,0.004,49,28
202111,화랑로,0.041,0.011,0.6,0.003,41,25
202112,강남구,0.03,0.014,0.5,0.004,35,20
202112,강남대로,0.037,0.01,1.1,0.004,44,25
202112,강동구,0.031,0.011,0.5,0.003,42,24
202112,강변북로,0.037,0.009,0.7,0.004,41,26
202112,강북구,0.024,0.016,0.5,0.003,42,23
202112,강서구,0.033,0.013,0.7,0.005,44,22
202112,공항대로,0.038,0.01,0.7,0.003,44,24
202112,관악구,0.036,0.011,0.7,0.003,37,23
202112,관악산,0.012,0.031,0.3,0.003,33,19
202112,광진구,0.032,0.012,0.6,0.002,37,24
202112,구로구,0.03,0.018,0.5,0.003,41,23
202112,금천구,0.04,0.012,0.6,0.004,40,25
202112,남산,0.023,0.018,0.6,0.004,33,21
202112,노원구,0.03,0.014,0.6,0.003,41,26
202112,도봉구,0.026,0.015,0.7,0.002,41,24
202112,도산대로,0.035,0.012,1,0.003,43,25
202112,동대문구,0.032,0.014,0.6,0.003,40,28
202112,동작구,0.037,0.014,0.6,0.003,44,26
202112,동작대로,0.043,0.009,0.8,0.003,43,22
202112,마포구,0.036,0.013,0.6,0.003,34,23
202112,마포아트센터,0.033,0.015,0.6,0.005,32,23
202112,북한산,0.015,0.023,0.4,0.003,30,20
202112,서대문구,0.027,0.013,0.6,0.004,38,26
202112,서울숲,0.031,0.013,0.6,0.003,41,23
202112,서초구,0.032,0.015,0.5,0.003,37,24
202112,성동구,0.034,0.012,0.5,0.003,41,19
202112,성북구,0.034,0.013,0.6,0.003,37,21
202112,세곡,0.029,0.013,1,0.004,44,26
202112,송파구,0.035,0.012,0.6,0.004,38,22
202112,시흥대로,0.044,0.01,0.7,0.004,45,22
202112,신촌로,0.046,0.009,0.8,0.004,40,24
202112,양천구,0.034,0.011,0.7,0.003,41,27
202112,영등포구,0.034,0.012,0.6,0.003,39,24
202112,영등포로,0.039,0.01,0.7,0.004,38,23
202112,올림픽공원,0.029,0.017,0.7,0.003,35,25
202112,용산구,0.03,0.012,0.5,0.003,39,23
202112,은평구,0.028,0.013,0.8,0.004,35,23
202112,자연사박물관,0.027,0.018,0.7,0.005,36,22
202112,정릉로,0.041,0.009,0.7,0.003,40,22
202112,종로,0.031,0.012,0.7,0.003,40,21
202112,종로구,0.031,0.014,0.6,0.003,40,26
202112,중구,0.034,0.013,0.6,0.004,39,25
202112,중랑구,0.031,0.014,0.5,0.003,39,21
202112,천호대로,0.039,0.008,0.7,0.004,48,27
202112,청계천로,0.035,0.012,0.8,0.004,39,24
202112,한강대로,0.037,0.01,0.7,0.004,46,22
202112,항동,0.029,0.013,0.6,0.003,40,21
202112,행주,0.027,0.016,0.8,0.004,38,23
202112,홍릉로,0.039,0.011,0.7,0.004,41,25
202112,화랑로,0.038,0.01,0.7,0.003,35,22
